timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.373597,246,-2,0,-5,-1,-1,0,-1,-3
1.373608,247,-1,2,1,-2,0,0,1,-1
1.397103,248,1,-2,-1,-1,-2,-4,-1,-1
1.397115,249,0,0,0,-1,2,-2,-1,0
1.397117,250,3,-2,-5,-1,-1,-1,-1,0
1.397119,251,-2,-3,-1,-3,-1,1,0,1
1.417684,252,-3,-2,-7,3,-1,0,0,0
1.417706,253,2,3,0,-4,-1,-1,-2,-1
1.419014,254,-3,-3,3,8,1,-2,-1,-2
1.419029,255,0,0,-2,3,0,-1,-1,-1
1.437362,256,-2,0,0,-1,-1,1,-1,1
1.437388,257,1,-2,-3,-5,-3,-2,-1,-1
1.438637,258,-3,0,0,-5,0,2,-1,-1
1.438656,259,-3,-1,-2,2,-3,-2,-1,0
1.454980,260,-4,-1,2,-2,-1,0,-1,-1
1.455001,261,-2,-2,-2,0,0,-1,-1,-2
1.456309,262,1,2,2,-1,0,-2,-1,0
1.456323,263,2,-1,-2,0,-1,-1,-1,0
1.477501,264,-2,-3,-2,-1,-1,0,0,-1
1.477525,265,1,0,1,-2,-1,0,0,0
1.478414,266,-1,2,3,2,0,0,0,1
1.478433,267,-1,-1,-4,-2,2,-1,-2,0
1.491828,268,-1,1,-2,0,-2,-2,-1,-1
1.491850,269,-2,1,3,6,0,-2,-2,-3
1.492785,270,0,-4,-1,-2,-2,-1,0,-1
1.492815,271,-1,-1,-4,-2,-1,0,-2,1
1.514956,272,0,-2,1,-6,-1,0,-1,-1
1.514973,273,-2,-2,-5,-1,-1,-1,-2,0
1.515730,274,0,-2,0,-2,-1,1,-1,-1
1.515741,275,-2,0,-2,-1,-3,-1,-1,-1
1.537400,276,0,-2,-4,-4,-2,0,-1,-1
1.537413,277,-2,-1,1,6,-1,-1,-1,3
1.538025,278,0,2,-1,-5,-3,-1,-1,0
1.538051,279,-3,-7,-4,5,-1,-1,0,1
1.552485,280,0,1,3,1,0,-1,-1,-1
1.552501,281,0,0,-1,-4,-1,-2,0,-1
1.552505,282,1,-2,-6,-6,-1,0,-1,-1
1.552508,283,1,1,-2,0,0,-2,-1,-1
1.574923,284,0,0,4,1,0,-3,0,0
1.574945,285,1,0,4,2,0,0,-2,-1
