timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.548072,280,1,4,-9,-1,6,1,2,2
1.548077,281,11,14,4,0,2,1,-8,-5
1.563050,282,-31,10,-7,-1,0,-2,5,-1
1.563060,283,-11,-21,0,-3,-7,-4,1,6
1.563062,284,66,-14,-3,-3,-4,-4,-5,-11
1.563063,285,-3,-17,4,1,-1,-1,-6,-1
1.584754,286,9,35,-2,-2,1,0,2,-1
1.584775,287,-32,-40,-2,-3,-1,-3,-3,-5
1.586712,288,-37,0,2,2,3,0,4,1
1.586723,289,32,8,-15,-2,3,1,-2,3
1.607518,290,-12,7,-10,-1,0,-2,-1,1
1.607530,291,-12,37,28,4,-6,-4,1,5
1.608147,292,15,-14,-21,-5,0,-3,-3,-4
1.608153,293,7,-41,-12,-1,3,0,-8,-3
1.622276,294,-17,28,1,-3,-2,1,11,0
1.622288,295,3,50,-6,-5,-2,-4,3,-4
1.622441,296,-15,-76,-21,0,0,3,-1,1
1.622462,297,3,35,6,-2,-2,-2,0,2
1.644520,298,-22,-21,11,4,-1,1,-1,1
1.644543,299,76,18,-13,-5,-2,-1,-4,-1
1.645552,300,-21,0,13,-1,-6,-5,1,-6
1.645650,301,11,-3,-13,-6,-5,-4,-3,5
1.667376,302,9,-23,-25,1,1,-1,-7,2
1.667388,303,-25,-4,48,2,-5,-4,-4,-7
1.668217,304,-14,-44,-8,-1,1,-2,-2,-2
1.668235,305,-9,3,3,-1,-4,-3,-8,-6
1.682549,306,37,-44,-21,-4,-1,-3,-2,-9
1.682561,307,-20,-1,-8,1,5,1,2,2
1.682562,308,18,-5,5,-2,-2,-1,7,3
1.682564,309,-44,14,-9,-2,0,2,1,-2
1.704307,310,21,-15,5,0,-1,-2,-3,2
1.704324,311,6,60,-23,-2,-4,0,-5,1
1.705484,312,6,-16,6,2,1,-1,-3,-3
1.705498,313,21,36,6,-5,-11,-4,2,-5
1.729135,314,7,-12,2,2,3,0,-3,1
1.729151,315,-18,-45,3,0,-4,-2,-2,-7
1.729155,316,-12,56,-14,-3,4,3,3,24
1.729158,317,8,0,15,0,3,0,-1,-16
1.742030,318,-9,-17,2,-6,-5,-4,-6,-6
1.742052,319,-28,-19,-20,0,2,0,-3,1
1.743853,320,13,27,14,4,3,4,7,-3
1.743865,321,10,-8,1,1,-1,-3,-3,3
1.764843,322,-37,-21,11,-1,-9,-2,-3,-4
1.766219,323,31,-28,-20,-5,-2,-1,1,6
1.766225,324,-10,19,15,-2,-4,-2,-2,-2
1.766227,325,-13,1,4,2,6,4,7,4
1.787551,326,19,-19,-13,-3,-3,-3,-5,-6
1.787567,327,-15,-15,5,2,4,0,-1,0
1.789145,328,-2,16,-10,-3,0,0,-4,-4
1.789157,329,12,11,-6,-1,-2,-4,-9,4
1.801859,330,-5,20,3,-5,-1,-1,8,2
1.801888,331,2,-34,-8,-2,-2,0,-3,-5
1.809494,332,-5,43,-6,-3,1,0,4,0
1.809513,333,-6,-20,5,8,4,0,-3,-7
1.824436,334,-32,42,1,-3,-6,-5,-5,10
1.824451,335,33,-18,7,0,2,-1,2,-5
1.825195,336,8,13,12,0,-3,-2,-9,0
1.825235,337,-35,-25,-21,-6,-4,-1,4,0
1.847803,338,21,-54,28,5,-1,-1,-2,2
1.847824,339,-3,30,25,3,2,-1,0,-1
1.848795,340,-13,-42,-31,-2,-3,-1,7,-2
1.848799,341,8,10,-12,-4,0,0,-1,-3
1.862254,342,-18,8,31,6,6,2,-1,-2
1.862282,343,25,8,-1,-6,-9,-3,-4,-2
1.863747,344,-16,-11,14,-1,-1,-2,-2,-8
1.863752,345,-20,7,-4,2,-5,-2,3,3
1.884450,346,10,38,-12,-1,2,1,-2,-10
1.884469,347,-6,-16,-14,0,4,-2,-4,1
1.885111,348,-5,-31,33,-2,-12,-6,-1,0
1.885133,349,13,9,-11,-6,-6,-2,4,-2
1.907657,350,-18,52,-23,-2,2,-1,-3,11
1.907675,351,11,30,22,6,9,2,3,-6
1.908902,352,-15,-34,-11,-1,-2,-3,-15,-3
1.908918,353,31,9,18,-2,-4,-6,11,-4
1.921825,354,-23,-9,-14,3,1,1,9,2
1.921842,355,-23,-10,3,-1,8,1,-4,0
1.922682,356,32,17,-10,-7,-17,-7,-2,0
1.922693,357,21,-49,-6,-2,0,-2,-7,0
1.944322,358,-33,-57,4,-2,0,0,-4,-3
1.944339,359,-6,33,-15,-6,-8,-4,1,0
1.945104,360,1,-14,-2,5,9,4,1,1
1.945131,361,-2,-4,3,0,-1,0,-1,1
1.967684,362,9,27,0,1,1,1,3,3
1.967711,363,11,-34,2,0,-4,-2,-4,-1
1.968975,364,-3,9,-6,-2,-3,-3,-8,1
1.968994,365,-18,40,-6,-4,-2,-2,3,-7
1.981145,366,34,-29,0,-1,1,2,2,1
1.981168,367,-21,-3,-18,-2,4,2,-1,-8
1.989516,368,6,55,11,1,0,-3,-6,7
1.998998,369,12,-95,31,10,4,2,4,3
2.004712,370,10,24,1,-4,-10,-6,-2,-10
2.004739,371,3,-20,-18,-7,-7,-1,-1,11
2.007682,372,-13,-2,-18,0,7,4,5,-3
2.007703,373,-24,17,-1,-2,5,2,-5,3
2.027619,374,39,-7,2,-1,-4,-4,-4,-7
2.028351,375,18,-4,9,1,-3,-1,4,-5
2.028364,376,-41,13,-1,2,3,0,3,-3
2.028367,377,-4,-2,3,-2,-3,-2,-7,3
2.041722,378,21,16,5,2,4,0,8,7
2.041758,379,-12,-47,-4,-2,2,1,1,-5
2.049592,380,17,11,3,0,-1,-1,-2,-2
2.049618,381,3,18,-7,-2,0,4,-2,1
2.064278,382,-45,28,-13,-2,-10,-5,-6,-5
2.064297,383,18,28,0,0,-1,-3,2,-2
2.065069,384,-11,-55,24,3,4,-1,2,-1
2.065118,385,15,-11,3,6,5,1,0,5
2.087520,386,9,3,-12,-6,-2,1,-6,1
2.087545,387,-30,45,-19,-1,-3,-2,1,-6
2.088806,388,0,-66,8,-1,4,2,2,-4
2.088833,389,4,33,-9,1,1,-1,-1,-2
2.110027,390,-23,-25,8,1,-10,-5,-8,0
2.110050,391,16,-5,-4,-2,-9,-5,2,3
2.110715,392,28,41,-14,-5,-3,-1,-4,-6
2.110758,393,-20,-31,-5,-2,-1,-1,-1,-3
2.131139,394,1,4,7,3,9,3,0,1
2.131161,395,-9,-20,-1,-1,0,-2,-5,-1
2.131164,396,4,25,-9,1,1,1,3,3
2.131166,397,-31,20,-1,0,6,2,-2,-2
2.147404,398,20,-10,-5,-4,-5,-3,0,-4
2.147420,399,7,-12,13,-4,-4,-2,-1,-1
2.148111,400,10,-6,-7,-3,-2,-2,1,4
2.148151,401,-21,-8,-8,-3,-3,-4,-2,1
2.161158,402,3,-19,-4,-1,3,1,-3,-3
2.161179,403,-4,13,3,1,2,2,-1,2
2.169260,404,-5,3,-9,-1,1,-1,-1,-2
2.169280,405,12,26,3,-1,-3,-2,0,0
2.184255,406,4,-7,13,3,9,4,-6,3
2.184273,407,-17,-5,-4,-1,-3,-4,6,3
2.185043,408,24,0,-20,-10,-13,-6,-5,-7
2.185063,409,-11,-19,11,-2,-3,-4,-5,-13
2.207455,410,-3,11,-4,-5,-5,-3,-4,-6
2.207477,411,-2,-5,0,1,3,-1,-7,-5
2.208223,412,-42,1,3,3,4,1,2,7
2.208231,413,10,32,-4,-2,-4,-1,2,7
2.221105,414,9,-17,8,0,2,0,1,-7
2.221121,415,-20,-1,-6,1,1,0,-4,2
2.229284,416,-2,-5,19,5,1,-1,6,0
2.229299,417,14,11,12,1,1,1,-10,2
2.244241,418,-6,13,-14,-1,0,-2,7,-11
2.244253,419,52,-38,-8,-9,-11,-3,-3,-7
2.245061,420,-7,18,6,-2,0,0,-3,2
2.245125,421,8,-10,-11,-3,-3,-1,-1,3
2.267960,422,-2,-6,0,0,1,1,0,5
2.267982,423,-17,39,11,1,4,1,-1,-2
2.269735,424,2,-14,-9,0,6,2,-2,-1
2.269748,425,4,-22,-10,-3,-4,-3,1,-6
2.281491,426,11,17,-3,4,3,3,3,11
2.281511,427,-65,-16,6,-4,-10,-8,-6,-2
2.289314,428,34,-33,-28,-6,-3,-2,-16,-6
2.289330,429,-4,31,27,4,4,-1,19,-4
2.304329,430,6,-49,-7,-8,-15,-6,-2,-2
2.304346,431,11,1,1,4,1,2,1,6
2.305159,432,-15,16,-6,-1,0,0,-2,0
2.305178,433,-2,-22,-10,1,3,2,-5,2
2.327806,434,-29,0,-28,-4,1,0,-4,-2
2.327839,435,21,15,51,3,4,0,-1,-2
2.329438,436,6,4,7,0,-4,-2,2,0
2.329449,437,1,22,-11,-4,-2,-2,-2,-5
2.350070,438,-17,-15,-7,-1,-1,1,2,-1
2.350084,439,-14,-25,-21,-1,0,0,-3,0
2.350699,440,-4,11,5,-1,0,-1,0,-4
2.350711,441,23,17,-5,-1,0,-1,0,1
2.364232,442,-13,10,24,-1,-9,-5,-3,-5
2.364244,443,1,-18,-7,-3,0,0,-2,-4
2.364912,444,-17,8,2,2,2,2,6,2
2.364924,445,9,-12,2,-1,-1,-2,-9,3
2.387555,446,2,39,2,0,4,1,9,0
2.387576,447,6,-37,6,3,1,3,2,7
2.389123,448,15,47,-3,-2,-3,-2,-2,-2
2.389137,449,-17,-25,-7,-7,-11,-3,-6,-5
2.410041,450,57,-1,-10,-5,-3,-4,-3,1
2.410053,451,-26,9,-8,0,3,0,0,0
2.410712,452,-20,16,5,3,4,1,2,-1
2.410786,453,6,-4,7,3,3,0,-1,-3
2.424307,454,-1,23,11,3,-2,1,-2,5
2.424319,455,9,19,-20,-2,-3,-3,1,1
2.424908,456,28,-13,17,0,-3,1,0,-3
2.424914,457,-44,-49,-12,-8,-5,-2,-4,-13
2.448094,458,-20,-28,0,-1,3,-1,-4,0
2.448126,459,4,17,-4,-2,-5,-3,-3,-1
2.449075,460,2,-1,1,-2,-2,-1,3,-1
2.449086,461,13,13,2,4,3,3,5,12
2.471261,462,-3,11,-4,3,3,0,-3,2
2.471273,463,-17,-19,-6,-5,-9,-4,5,-2
2.471275,464,-7,-11,4,3,7,3,-2,-1
2.471277,465,16,-11,16,-3,-19,-10,-2,-4
2.486969,466,-3,2,3,-4,-3,-3,-9,-8
2.486991,467,6,-3,-12,-1,5,1,2,1
2.486994,468,-11,-21,14,3,0,-2,3,2
2.486995,469,-18,41,7,1,2,2,-2,1
2.507773,470,8,-9,-8,-5,-4,-3,-3,-6
2.507805,471,19,-10,5,0,2,0,-1,1
2.509683,472,-8,-8,-4,-1,2,0,1,2
2.509691,473,-6,-6,-15,-1,-1,-2,-3,3
2.531867,474,-11,1,1,-3,-8,-2,0,-2
2.531878,475,2,7,-5,0,0,2,0,-3
2.531880,476,7,85,-10,-1,1,0,-2,-1
2.531881,477,-10,-69,-5,-1,-4,-4,-3,2
2.544578,478,7,-3,6,-1,-2,-1,4,-6
